size;shuffle_rate;pivot_function;experiment;time
100000000;0.05;first_pos;2;379.234375
100000000;0.05;first_pos;3;347.03125
100000000;0.05;first_pos;4;516.765625
100000000;0.05;first_pos;5;428.53125
100000000;0.05;first_pos;6;414.75
100000000;0.05;first_pos;7;371.5625
100000000;0.05;first_pos;8;456.46875
100000000;0.05;first_pos;9;375.5
100000000;0.05;acha_pivo;0;1397.71875
100000000;0.05;acha_pivo;1;1376.5
100000000;0.05;acha_pivo;2;1243.34375
100000000;0.05;acha_pivo;3;1242.59375
100000000;0.05;acha_pivo;4;1714.359375
100000000;0.05;acha_pivo;5;1378.46875
100000000;0.05;acha_pivo;6;1620.125
100000000;0.05;acha_pivo;7;1427.609375
100000000;0.05;acha_pivo;8;1321.3125
100000000;0.05;acha_pivo;9;1433.40625
100000000;0.05;quickselect_median;0;285.90625
100000000;0.05;quickselect_median;1;277.6875
100000000;0.05;quickselect_median;2;282.109375
100000000;0.05;quickselect_median;3;290.03125
100000000;0.05;quickselect_median;4;276.4375
100000000;0.05;quickselect_median;5;280.859375
100000000;0.05;quickselect_median;6;276.734375
100000000;0.05;quickselect_median;7;274.515625
100000000;0.05;quickselect_median;8;274.328125
100000000;0.05;quickselect_median;9;296.65625
100000000;0.25;middle_pos;0;188.578125
100000000;0.25;middle_pos;1;187.78125
100000000;0.25;middle_pos;2;187.109375
100000000;0.25;middle_pos;3;185.625
100000000;0.25;middle_pos;4;184.84375
100000000;0.25;middle_pos;5;190.296875
100000000;0.25;middle_pos;6;189.109375
100000000;0.25;middle_pos;7;188.796875
100000000;0.25;middle_pos;8;189.625
100000000;0.25;middle_pos;9;189.390625
100000000;0.25;median;0;201.21875
100000000;0.25;median;1;205.296875
100000000;0.25;median;2;204.125
100000000;0.25;median;3;200.890625
100000000;0.25;median;4;200.875
100000000;0.25;median;5;199.59375
100000000;0.25;median;6;198.09375
100000000;0.25;median;7;214.796875
100000000;0.25;median;8;202.75
100000000;0.25;median;9;215.015625
100000000;0.25;random_pos;0;511.265625
100000000;0.25;random_pos;1;516.765625
100000000;0.25;random_pos;2;512.75
100000000;0.25;random_pos;3;520.3125
100000000;0.25;random_pos;4;517.5
100000000;0.25;random_pos;5;519.328125
100000000;0.25;random_pos;6;519.890625
100000000;0.25;random_pos;7;532.25
100000000;0.25;random_pos;8;512.25
100000000;0.25;random_pos;9;530.3125
100000000;0.25;mean;0;1399.8125
100000000;0.25;mean;1;1398.90625
100000000;0.25;mean;2;1401.609375
100000000;0.25;mean;3;1398.765625
100000000;0.25;mean;4;1393.15625
100000000;0.25;mean;5;1394.984375
100000000;0.25;mean;6;1399.1875
100000000;0.25;mean;7;1402.640625
100000000;0.25;mean;8;1397.421875
100000000;0.25;mean;9;1397.46875
100000000;0.25;first_pos;0;259.234375
100000000;0.25;first_pos;1;255.84375
100000000;0.25;first_pos;2;271.375
100000000;0.25;first_pos;3;262.3125
100000000;0.25;first_pos;4;264.671875
100000000;0.25;first_pos;5;257.21875
100000000;0.25;first_pos;6;295.15625
100000000;0.25;first_pos;7;262.21875
100000000;0.25;first_pos;8;262.921875
100000000;0.25;first_pos;9;264.71875
100000000;0.25;acha_pivo;0;470.4375
100000000;0.25;acha_pivo;1;483.3125
100000000;0.25;acha_pivo;2;430.953125
100000000;0.25;acha_pivo;3;587.546875
100000000;0.25;acha_pivo;4;471.0625
100000000;0.25;acha_pivo;5;514.09375
100000000;0.25;acha_pivo;6;537.359375
100000000;0.25;acha_pivo;7;561.828125
100000000;0.25;acha_pivo;8;468.078125
100000000;0.25;acha_pivo;9;534.75
100000000;0.25;quickselect_median;0;388.828125
100000000;0.25;quickselect_median;1;390.65625
100000000;0.25;quickselect_median;2;402.515625
100000000;0.25;quickselect_median;3;399.65625
100000000;0.25;quickselect_median;4;419.1875
100000000;0.25;quickselect_median;5;400.96875
100000000;0.25;quickselect_median;6;397.828125
100000000;0.25;quickselect_median;7;392.703125
100000000;0.25;quickselect_median;8;389.234375
100000000;0.25;quickselect_median;9;388.484375
100000000;0.45;middle_pos;0;222.09375
100000000;0.45;middle_pos;1;222.375
100000000;0.45;middle_pos;2;222.34375
100000000;0.45;middle_pos;3;223.390625
100000000;0.45;middle_pos;4;221.296875
100000000;0.45;middle_pos;5;224.71875
100000000;0.45;middle_pos;6;222.40625
100000000;0.45;middle_pos;7;227.046875
100000000;0.45;middle_pos;8;220.28125
100000000;0.45;middle_pos;9;222.0
100000000;0.45;median;0;231.59375
100000000;0.45;median;1;231.421875
100000000;0.45;median;2;240.296875
100000000;0.45;median;3;231.96875
100000000;0.45;median;4;239.375
100000000;0.45;median;5;210.0
100000000;0.45;median;6;206.625
100000000;0.45;median;7;203.4375
100000000;0.45;median;8;228.015625
100000000;0.45;median;9;227.6875
100000000;0.45;random_pos;0;498.796875
100000000;0.45;random_pos;1;316.015625
100000000;0.45;random_pos;2;81.25
100000000;0.45;random_pos;3;369.40625
100000000;0.45;random_pos;4;522.46875
100000000;0.45;random_pos;5;524.625
100000000;0.45;random_pos;6;545.984375
100000000;0.45;random_pos;7;518.859375
100000000;0.45;random_pos;8;523.0625
100000000;0.45;random_pos;9;514.875
100000000;0.45;mean;0;1379.375
100000000;0.45;mean;1;1406.796875
100000000;0.45;mean;2;1415.03125
100000000;0.45;mean;3;1442.734375
100000000;0.45;mean;4;1427.796875
100000000;0.45;mean;5;1427.890625
100000000;0.45;mean;6;1419.65625
100000000;0.45;mean;7;1444.578125
100000000;0.45;mean;8;1435.625
100000000;0.45;mean;9;1438.0
100000000;0.45;first_pos;0;294.578125
100000000;0.45;first_pos;1;278.40625
100000000;0.45;first_pos;2;305.484375
100000000;0.45;first_pos;3;292.28125
100000000;0.45;first_pos;4;265.671875
100000000;0.45;first_pos;5;294.9375
100000000;0.45;first_pos;6;302.46875
100000000;0.45;first_pos;7;271.234375
100000000;0.45;first_pos;8;267.96875
100000000;0.45;first_pos;9;267.53125
100000000;0.45;acha_pivo;0;340.9375
100000000;0.45;acha_pivo;1;406.265625
100000000;0.45;acha_pivo;2;382.59375
100000000;0.45;acha_pivo;3;430.78125
100000000;0.45;acha_pivo;4;355.71875
100000000;0.45;acha_pivo;5;363.390625
100000000;0.45;acha_pivo;6;455.9375
100000000;0.45;acha_pivo;7;391.890625
100000000;0.45;acha_pivo;8;337.046875
100000000;0.45;acha_pivo;9;358.890625
100000000;0.45;quickselect_median;0;483.890625
100000000;0.45;quickselect_median;1;462.625
100000000;0.45;quickselect_median;2;466.265625
100000000;0.45;quickselect_median;3;458.40625
100000000;0.45;quickselect_median;4;458.828125
100000000;0.45;quickselect_median;5;478.09375
100000000;0.45;quickselect_median;6;473.625
100000000;0.45;quickselect_median;7;489.0625
100000000;0.45;quickselect_median;8;467.703125
100000000;0.45;quickselect_median;9;505.46875
