size;shuffle_rate;pivot_function;experiment;time
10000;0.45;random_pos;5;0.03125
10000;0.45;random_pos;6;0.046875
10000;0.45;random_pos;7;0.015625
10000;0.45;random_pos;8;0.015625
10000;0.45;random_pos;9;0.015625
10000;0.45;mean;0;0.109375
10000;0.45;mean;1;0.0625
10000;0.45;mean;2;0.09375
10000;0.45;mean;3;0.109375
10000;0.45;mean;4;0.09375
10000;0.45;mean;5;0.109375
10000;0.45;mean;6;0.109375
10000;0.45;mean;7;0.078125
10000;0.45;mean;8;0.078125
10000;0.45;mean;9;0.109375
10000;0.45;first_pos;0;0.0
10000;0.45;first_pos;1;0.0
10000;0.45;first_pos;2;0.0
10000;0.45;first_pos;3;0.0
10000;0.45;first_pos;4;0.0
10000;0.45;first_pos;5;0.0
10000;0.45;first_pos;6;0.0
10000;0.45;first_pos;7;0.0
10000;0.45;first_pos;8;0.0
10000;0.45;first_pos;9;0.0
10000;0.45;acha_pivo;0;0.015625
10000;0.45;acha_pivo;1;0.0
10000;0.45;acha_pivo;2;0.0
10000;0.45;acha_pivo;3;0.0
10000;0.45;acha_pivo;4;0.015625
10000;0.45;acha_pivo;5;0.0
10000;0.45;acha_pivo;6;0.0
10000;0.45;acha_pivo;7;0.0
10000;0.45;acha_pivo;8;0.0
10000;0.45;acha_pivo;9;0.0
10000;0.45;quickselect_median;0;0.015625
10000;0.45;quickselect_median;1;0.015625
10000;0.45;quickselect_median;2;0.015625
10000;0.45;quickselect_median;3;0.015625
10000;0.45;quickselect_median;4;0.015625
10000;0.45;quickselect_median;5;0.015625
10000;0.45;quickselect_median;6;0.015625
10000;0.45;quickselect_median;7;0.015625
10000;0.45;quickselect_median;8;0.015625
10000;0.45;quickselect_median;9;0.015625
100000;0.05;middle_pos;0;0.09375
100000;0.05;middle_pos;1;0.09375
100000;0.05;middle_pos;2;0.078125
100000;0.05;middle_pos;3;0.0625
100000;0.05;middle_pos;4;0.078125
100000;0.05;middle_pos;5;0.078125
100000;0.05;middle_pos;6;0.078125
100000;0.05;middle_pos;7;0.09375
100000;0.05;middle_pos;8;0.09375
100000;0.05;middle_pos;9;0.109375
100000;0.05;median;0;0.09375
100000;0.05;median;1;0.0625
100000;0.05;median;2;0.09375
100000;0.05;median;3;0.09375
100000;0.05;median;4;0.078125
100000;0.05;median;5;0.09375
100000;0.05;median;6;0.09375
100000;0.05;median;7;0.09375
100000;0.05;median;8;0.09375
100000;0.05;median;9;0.046875
100000;0.05;random_pos;0;0.375
100000;0.05;random_pos;1;0.390625
100000;0.05;random_pos;2;0.421875
100000;0.05;random_pos;3;0.390625
100000;0.05;random_pos;4;0.421875
100000;0.05;random_pos;5;0.390625
100000;0.05;random_pos;6;0.40625
100000;0.05;random_pos;7;0.375
100000;0.05;random_pos;8;0.40625
100000;0.05;random_pos;9;0.421875
100000;0.05;mean;0;1.0625
100000;0.05;mean;1;1.125
100000;0.05;mean;2;1.171875
100000;0.05;mean;3;1.171875
100000;0.05;mean;4;1.140625
100000;0.05;mean;5;1.09375
100000;0.05;mean;6;1.125
100000;0.05;mean;7;1.15625
100000;0.05;mean;8;1.171875
100000;0.05;mean;9;1.109375
100000;0.05;first_pos;0;0.21875
100000;0.05;first_pos;1;0.21875
100000;0.05;first_pos;2;0.203125
100000;0.05;first_pos;3;0.234375
100000;0.05;first_pos;4;0.21875
100000;0.05;first_pos;5;0.203125
100000;0.05;first_pos;6;0.21875
100000;0.05;first_pos;7;0.203125
100000;0.05;first_pos;8;0.203125
100000;0.05;first_pos;9;0.171875
100000;0.05;acha_pivo;0;0.703125
100000;0.05;acha_pivo;1;0.5625
100000;0.05;acha_pivo;2;0.4375
100000;0.05;acha_pivo;3;0.78125
100000;0.05;acha_pivo;4;0.609375
100000;0.05;acha_pivo;5;0.5625
100000;0.05;acha_pivo;6;0.53125
100000;0.05;acha_pivo;7;0.640625
100000;0.05;acha_pivo;8;0.5
100000;0.05;acha_pivo;9;0.46875
100000;0.05;quickselect_median;0;0.1875
100000;0.05;quickselect_median;1;0.1875
100000;0.05;quickselect_median;2;0.203125
100000;0.05;quickselect_median;3;0.1875
100000;0.05;quickselect_median;4;0.203125
100000;0.05;quickselect_median;5;0.203125
100000;0.05;quickselect_median;6;0.171875
100000;0.05;quickselect_median;7;0.203125
100000;0.05;quickselect_median;8;0.203125
100000;0.05;quickselect_median;9;0.15625
100000;0.25;middle_pos;0;0.125
100000;0.25;middle_pos;1;0.109375
100000;0.25;middle_pos;2;0.09375
100000;0.25;middle_pos;3;0.109375
100000;0.25;middle_pos;4;0.125
100000;0.25;middle_pos;5;0.078125
100000;0.25;middle_pos;6;0.125
100000;0.25;middle_pos;7;0.125
100000;0.25;middle_pos;8;0.109375
100000;0.25;middle_pos;9;0.09375
100000;0.25;median;0;0.109375
100000;0.25;median;1;0.140625
100000;0.25;median;2;0.109375
100000;0.25;median;3;0.03125
100000;0.25;median;4;0.109375
100000;0.25;median;5;0.078125
100000;0.25;median;6;0.09375
100000;0.25;median;7;0.125
100000;0.25;median;8;0.140625
100000;0.25;median;9;0.125
100000;0.25;random_pos;0;0.40625
100000;0.25;random_pos;1;0.40625
100000;0.25;random_pos;2;0.421875
100000;0.25;random_pos;3;0.421875
100000;0.25;random_pos;4;0.390625
100000;0.25;random_pos;5;0.453125
100000;0.25;random_pos;6;0.40625
100000;0.25;random_pos;7;0.359375
100000;0.25;random_pos;8;0.390625
100000;0.25;random_pos;9;0.34375
100000;0.25;mean;0;1.015625
100000;0.25;mean;1;1.15625
100000;0.25;mean;2;1.125
100000;0.25;mean;3;1.140625
100000;0.25;mean;4;1.15625
100000;0.25;mean;5;1.1875
100000;0.25;mean;6;1.171875
100000;0.25;mean;7;1.125
100000;0.25;mean;8;1.1875
100000;0.25;mean;9;1.125
100000;0.25;first_pos;0;0.15625
100000;0.25;first_pos;1;0.140625
100000;0.25;first_pos;2;0.140625
100000;0.25;first_pos;3;0.15625
100000;0.25;first_pos;4;0.109375
100000;0.25;first_pos;5;0.15625
100000;0.25;first_pos;6;0.109375
100000;0.25;first_pos;7;0.109375
100000;0.25;first_pos;8;0.15625
100000;0.25;first_pos;9;0.15625
100000;0.25;acha_pivo;0;0.21875
100000;0.25;acha_pivo;1;0.21875
100000;0.25;acha_pivo;2;0.21875
100000;0.25;acha_pivo;3;0.171875
100000;0.25;acha_pivo;4;0.203125
100000;0.25;acha_pivo;5;0.1875
100000;0.25;acha_pivo;6;0.171875
100000;0.25;acha_pivo;7;0.1875
100000;0.25;acha_pivo;8;0.234375
100000;0.25;acha_pivo;9;0.171875
100000;0.25;quickselect_median;0;0.203125
100000;0.25;quickselect_median;1;0.234375
100000;0.25;quickselect_median;2;0.21875
100000;0.25;quickselect_median;3;0.21875
100000;0.25;quickselect_median;4;0.21875
100000;0.25;quickselect_median;5;0.21875
100000;0.25;quickselect_median;6;0.21875
100000;0.25;quickselect_median;7;0.25
100000;0.25;quickselect_median;8;0.1875
100000;0.25;quickselect_median;9;0.21875
100000;0.45;middle_pos;0;0.140625
100000;0.45;middle_pos;1;0.125
100000;0.45;middle_pos;2;0.125
100000;0.45;middle_pos;3;0.125
100000;0.45;middle_pos;4;0.109375
100000;0.45;middle_pos;5;0.109375
100000;0.45;middle_pos;6;0.125
100000;0.45;middle_pos;7;0.140625
100000;0.45;middle_pos;8;0.09375
100000;0.45;middle_pos;9;0.109375
100000;0.45;median;0;0.125
100000;0.45;median;1;0.125
100000;0.45;median;2;0.125
100000;0.45;median;3;0.125
100000;0.45;median;4;0.140625
100000;0.45;median;5;0.140625
100000;0.45;median;6;0.125
100000;0.45;median;7;0.125
100000;0.45;median;8;0.125
100000;0.45;median;9;0.140625
100000;0.45;random_pos;0;0.359375
100000;0.45;random_pos;1;0.4375
100000;0.45;random_pos;2;0.4375
100000;0.45;random_pos;3;0.4375
100000;0.45;random_pos;4;0.421875
100000;0.45;random_pos;5;0.40625
100000;0.45;random_pos;6;0.40625
100000;0.45;random_pos;7;0.421875
100000;0.45;random_pos;8;0.4375
100000;0.45;random_pos;9;0.40625
100000;0.45;mean;0;1.078125
100000;0.45;mean;1;1.171875
100000;0.45;mean;2;1.1875
100000;0.45;mean;3;1.125
100000;0.45;mean;4;1.15625
100000;0.45;mean;5;1.109375
100000;0.45;mean;6;1.15625
100000;0.45;mean;7;1.171875
100000;0.45;mean;8;1.15625
100000;0.45;mean;9;1.15625
100000;0.45;first_pos;0;0.140625
100000;0.45;first_pos;1;0.15625
100000;0.45;first_pos;2;0.140625
100000;0.45;first_pos;3;0.140625
100000;0.45;first_pos;4;0.15625
100000;0.45;first_pos;5;0.140625
100000;0.45;first_pos;6;0.078125
100000;0.45;first_pos;7;0.109375
100000;0.45;first_pos;8;0.15625
100000;0.45;first_pos;9;0.140625
100000;0.45;acha_pivo;0;0.140625
100000;0.45;acha_pivo;1;0.140625
100000;0.45;acha_pivo;2;0.15625
100000;0.45;acha_pivo;3;0.171875
100000;0.45;acha_pivo;4;0.140625
100000;0.45;acha_pivo;5;0.171875
100000;0.45;acha_pivo;6;0.15625
100000;0.45;acha_pivo;7;0.15625
100000;0.45;acha_pivo;8;0.15625
100000;0.45;acha_pivo;9;0.15625
100000;0.45;quickselect_median;0;0.25
100000;0.45;quickselect_median;1;0.265625
100000;0.45;quickselect_median;2;0.234375
100000;0.45;quickselect_median;3;0.25
100000;0.45;quickselect_median;4;0.265625
100000;0.45;quickselect_median;5;0.25
100000;0.45;quickselect_median;6;0.28125
100000;0.45;quickselect_median;7;0.203125
100000;0.45;quickselect_median;8;0.265625
100000;0.45;quickselect_median;9;0.265625
1000000;0.05;middle_pos;0;1.046875
1000000;0.05;middle_pos;1;1.078125
1000000;0.05;middle_pos;2;1.0625
1000000;0.05;middle_pos;3;1.046875
1000000;0.05;middle_pos;4;1.125
1000000;0.05;middle_pos;5;1.15625
1000000;0.05;middle_pos;6;1.09375
1000000;0.05;middle_pos;7;1.109375
1000000;0.05;middle_pos;8;1.09375
1000000;0.05;middle_pos;9;1.078125
1000000;0.05;median;0;1.1875
1000000;0.05;median;1;1.21875
1000000;0.05;median;2;1.21875
1000000;0.05;median;3;1.203125
1000000;0.05;median;4;1.265625
1000000;0.05;median;5;1.203125
1000000;0.05;median;6;1.25
1000000;0.05;median;7;1.25
1000000;0.05;median;8;1.15625
1000000;0.05;median;9;1.171875
1000000;0.05;random_pos;0;4.359375
1000000;0.05;random_pos;1;4.28125
1000000;0.05;random_pos;2;4.28125
1000000;0.05;random_pos;3;4.359375
1000000;0.05;random_pos;4;4.328125
1000000;0.05;random_pos;5;4.34375
1000000;0.05;random_pos;6;4.265625
1000000;0.05;random_pos;7;4.359375
1000000;0.05;random_pos;8;4.25
1000000;0.05;random_pos;9;4.359375
1000000;0.05;mean;0;11.609375
1000000;0.05;mean;1;11.625
1000000;0.05;mean;2;11.65625
1000000;0.05;mean;3;11.8125
1000000;0.05;mean;4;11.6875
1000000;0.05;mean;5;11.890625
1000000;0.05;mean;6;11.640625
1000000;0.05;mean;7;11.65625
1000000;0.05;mean;8;11.546875
1000000;0.05;mean;9;11.796875
1000000;0.05;first_pos;0;3.0625
1000000;0.05;first_pos;1;3.234375
1000000;0.05;first_pos;2;2.640625
1000000;0.05;first_pos;3;3.859375
1000000;0.05;first_pos;4;2.453125
1000000;0.05;first_pos;5;2.671875
1000000;0.05;first_pos;6;2.84375
1000000;0.05;first_pos;7;2.453125
1000000;0.05;first_pos;8;3.1875
1000000;0.05;first_pos;9;2.46875
1000000;0.05;acha_pivo;0;13.328125
1000000;0.05;acha_pivo;1;7.90625
1000000;0.05;acha_pivo;2;7.84375
1000000;0.05;acha_pivo;3;7.171875
1000000;0.05;acha_pivo;4;8.265625
1000000;0.05;acha_pivo;5;8.359375
1000000;0.05;acha_pivo;6;8.328125
1000000;0.05;acha_pivo;7;6.359375
1000000;0.05;acha_pivo;8;7.21875
1000000;0.05;acha_pivo;9;6.96875
1000000;0.05;quickselect_median;0;2.03125
1000000;0.05;quickselect_median;1;2.15625
1000000;0.05;quickselect_median;2;2.21875
1000000;0.05;quickselect_median;3;2.265625
1000000;0.05;quickselect_median;4;2.21875
1000000;0.05;quickselect_median;5;2.1875
1000000;0.05;quickselect_median;6;2.125
1000000;0.05;quickselect_median;7;2.109375
1000000;0.05;quickselect_median;8;2.21875
1000000;0.05;quickselect_median;9;2.15625
1000000;0.25;middle_pos;0;1.28125
1000000;0.25;middle_pos;1;1.296875
1000000;0.25;middle_pos;2;1.3125
1000000;0.25;middle_pos;3;1.28125
1000000;0.25;middle_pos;4;1.34375
1000000;0.25;middle_pos;5;1.34375
1000000;0.25;middle_pos;6;1.34375
1000000;0.25;middle_pos;7;1.296875
1000000;0.25;middle_pos;8;1.359375
1000000;0.25;middle_pos;9;1.3125
1000000;0.25;median;0;1.34375
1000000;0.25;median;1;1.453125
1000000;0.25;median;2;1.375
1000000;0.25;median;3;1.4375
1000000;0.25;median;4;1.390625
1000000;0.25;median;5;1.390625
1000000;0.25;median;6;1.4375
1000000;0.25;median;7;1.4375
1000000;0.25;median;8;1.40625
1000000;0.25;median;9;1.421875
1000000;0.25;random_pos;0;4.453125
1000000;0.25;random_pos;1;4.5625
1000000;0.25;random_pos;2;4.453125
1000000;0.25;random_pos;3;4.28125
1000000;0.25;random_pos;4;4.359375
1000000;0.25;random_pos;5;4.390625
1000000;0.25;random_pos;6;4.65625
1000000;0.25;random_pos;7;4.453125
1000000;0.25;random_pos;8;4.421875
1000000;0.25;random_pos;9;4.46875
1000000;0.25;mean;0;11.96875
1000000;0.25;mean;1;12.015625
1000000;0.25;mean;2;12.0
1000000;0.25;mean;3;11.78125
1000000;0.25;mean;4;11.890625
1000000;0.25;mean;5;12.09375
1000000;0.25;mean;6;12.0
1000000;0.25;mean;7;12.03125
1000000;0.25;mean;8;12.109375
1000000;0.25;mean;9;12.0625
1000000;0.25;first_pos;0;2.109375
1000000;0.25;first_pos;1;1.8125
1000000;0.25;first_pos;2;1.78125
1000000;0.25;first_pos;3;1.828125
1000000;0.25;first_pos;4;1.734375
1000000;0.25;first_pos;5;1.84375
1000000;0.25;first_pos;6;2.1875
1000000;0.25;first_pos;7;1.75
1000000;0.25;first_pos;8;1.734375
1000000;0.25;first_pos;9;1.609375
1000000;0.25;acha_pivo;0;2.375
1000000;0.25;acha_pivo;1;2.609375
1000000;0.25;acha_pivo;2;2.65625
1000000;0.25;acha_pivo;3;3.03125
1000000;0.25;acha_pivo;4;2.546875
1000000;0.25;acha_pivo;5;2.859375
1000000;0.25;acha_pivo;6;2.703125
1000000;0.25;acha_pivo;7;2.71875
1000000;0.25;acha_pivo;8;2.953125
1000000;0.25;acha_pivo;9;3.078125
1000000;0.25;quickselect_median;0;2.6875
1000000;0.25;quickselect_median;1;2.8125
1000000;0.25;quickselect_median;2;2.578125
1000000;0.25;quickselect_median;3;2.75
1000000;0.25;quickselect_median;4;2.71875
1000000;0.25;quickselect_median;5;2.640625
1000000;0.25;quickselect_median;6;2.671875
1000000;0.25;quickselect_median;7;2.75
1000000;0.25;quickselect_median;8;2.625
1000000;0.25;quickselect_median;9;2.6875
1000000;0.45;middle_pos;0;1.390625
1000000;0.45;middle_pos;1;1.4375
1000000;0.45;middle_pos;2;1.53125
1000000;0.45;middle_pos;3;1.484375
1000000;0.45;middle_pos;4;1.46875
1000000;0.45;middle_pos;5;1.5625
1000000;0.45;middle_pos;6;1.5
1000000;0.45;middle_pos;7;1.53125
1000000;0.45;middle_pos;8;1.515625
1000000;0.45;middle_pos;9;1.484375
1000000;0.45;median;0;1.5
1000000;0.45;median;1;1.5625
1000000;0.45;median;2;1.546875
1000000;0.45;median;3;1.734375
1000000;0.45;median;4;1.578125
1000000;0.45;median;5;1.609375
1000000;0.45;median;6;1.609375
1000000;0.45;median;7;1.578125
1000000;0.45;median;8;1.609375
1000000;0.45;median;9;1.578125
1000000;0.45;random_pos;0;4.3125
1000000;0.45;random_pos;1;4.59375
1000000;0.45;random_pos;2;4.453125
1000000;0.45;random_pos;3;4.53125
1000000;0.45;random_pos;4;4.390625
1000000;0.45;random_pos;5;4.40625
1000000;0.45;random_pos;6;4.546875
1000000;0.45;random_pos;7;4.640625
1000000;0.45;random_pos;8;4.359375
1000000;0.45;random_pos;9;4.546875
1000000;0.45;mean;0;11.984375
1000000;0.45;mean;1;12.171875
1000000;0.45;mean;2;12.359375
1000000;0.45;mean;3;12.25
1000000;0.45;mean;4;12.171875
1000000;0.45;mean;5;12.09375
1000000;0.45;mean;6;12.03125
1000000;0.45;mean;7;12.0
1000000;0.45;mean;8;12.078125
1000000;0.45;mean;9;12.1875
1000000;0.45;first_pos;0;1.78125
1000000;0.45;first_pos;1;1.8125
1000000;0.45;first_pos;2;1.65625
1000000;0.45;first_pos;3;1.953125
1000000;0.45;first_pos;4;1.8125
1000000;0.45;first_pos;5;1.8125
1000000;0.45;first_pos;6;1.8125
1000000;0.45;first_pos;7;1.6875
1000000;0.45;first_pos;8;1.8125
1000000;0.45;first_pos;9;1.796875
1000000;0.45;acha_pivo;0;2.25
1000000;0.45;acha_pivo;1;2.109375
1000000;0.45;acha_pivo;2;1.921875
1000000;0.45;acha_pivo;3;2.25
1000000;0.45;acha_pivo;4;1.953125
1000000;0.45;acha_pivo;5;2.125
1000000;0.45;acha_pivo;6;1.96875
1000000;0.45;acha_pivo;7;2.15625
1000000;0.45;acha_pivo;8;2.046875
1000000;0.45;acha_pivo;9;2.140625
1000000;0.45;quickselect_median;0;3.3125
1000000;0.45;quickselect_median;1;3.046875
1000000;0.45;quickselect_median;2;3.046875
1000000;0.45;quickselect_median;3;3.140625
1000000;0.45;quickselect_median;4;3.234375
1000000;0.45;quickselect_median;5;3.203125
1000000;0.45;quickselect_median;6;3.09375
1000000;0.45;quickselect_median;7;3.0625
1000000;0.45;quickselect_median;8;3.015625
1000000;0.45;quickselect_median;9;3.046875
10000000;0.05;middle_pos;0;12.1875
10000000;0.05;middle_pos;1;12.125
10000000;0.05;middle_pos;2;12.125
10000000;0.05;middle_pos;3;12.203125
10000000;0.05;middle_pos;4;12.53125
10000000;0.05;middle_pos;5;11.9375
10000000;0.05;middle_pos;6;12.109375
10000000;0.05;middle_pos;7;12.203125
10000000;0.05;middle_pos;8;12.4375
10000000;0.05;middle_pos;9;12.265625
10000000;0.05;median;0;13.234375
10000000;0.05;median;1;13.375
10000000;0.05;median;2;13.1875
10000000;0.05;median;3;13.109375
10000000;0.05;median;4;13.390625
10000000;0.05;median;5;13.484375
10000000;0.05;median;6;13.671875
10000000;0.05;median;7;13.34375
10000000;0.05;median;8;13.484375
10000000;0.05;median;9;13.515625
10000000;0.05;random_pos;0;44.3125
10000000;0.05;random_pos;1;45.78125
10000000;0.05;random_pos;2;45.546875
10000000;0.05;random_pos;3;44.859375
10000000;0.05;random_pos;4;44.484375
10000000;0.05;random_pos;5;44.5625
10000000;0.05;random_pos;6;45.078125
10000000;0.05;random_pos;7;45.4375
10000000;0.05;random_pos;8;44.59375
10000000;0.05;random_pos;9;45.375
10000000;0.05;mean;0;120.875
10000000;0.05;mean;1;120.015625
10000000;0.05;mean;2;121.21875
10000000;0.05;mean;3;120.3125
10000000;0.05;mean;4;120.84375
10000000;0.05;mean;5;120.09375
10000000;0.05;mean;6;119.828125
10000000;0.05;mean;7;119.96875
10000000;0.05;mean;8;121.40625
10000000;0.05;mean;9;118.71875
10000000;0.05;first_pos;0;34.1875
10000000;0.05;first_pos;1;38.359375
10000000;0.05;first_pos;2;30.953125
10000000;0.05;first_pos;3;30.578125
10000000;0.05;first_pos;4;28.90625
10000000;0.05;first_pos;5;29.515625
10000000;0.05;first_pos;6;39.859375
10000000;0.05;first_pos;7;34.015625
10000000;0.05;first_pos;8;36.75
10000000;0.05;first_pos;9;35.234375
10000000;0.05;acha_pivo;0;96.96875
10000000;0.05;acha_pivo;1;133.078125
10000000;0.05;acha_pivo;2;111.96875
10000000;0.05;acha_pivo;3;112.0
10000000;0.05;acha_pivo;4;107.359375
10000000;0.05;acha_pivo;5;123.125
10000000;0.05;acha_pivo;6;134.875
10000000;0.05;acha_pivo;7;108.015625
10000000;0.05;acha_pivo;8;110.71875
10000000;0.05;acha_pivo;9;89.46875
10000000;0.05;quickselect_median;0;24.765625
10000000;0.05;quickselect_median;1;24.90625
10000000;0.05;quickselect_median;2;24.1875
10000000;0.05;quickselect_median;3;24.6875
10000000;0.05;quickselect_median;4;24.140625
10000000;0.05;quickselect_median;5;24.703125
10000000;0.05;quickselect_median;6;24.0
10000000;0.05;quickselect_median;7;24.71875
10000000;0.05;quickselect_median;8;24.90625
10000000;0.05;quickselect_median;9;25.046875
10000000;0.25;middle_pos;0;16.125
10000000;0.25;middle_pos;1;15.875
10000000;0.25;middle_pos;2;15.875
10000000;0.25;middle_pos;3;15.859375
10000000;0.25;middle_pos;4;15.609375
10000000;0.25;middle_pos;5;15.953125
10000000;0.25;middle_pos;6;15.96875
10000000;0.25;middle_pos;7;15.28125
10000000;0.25;middle_pos;8;15.625
10000000;0.25;middle_pos;9;15.71875
10000000;0.25;median;0;16.875
10000000;0.25;median;1;17.296875
10000000;0.25;median;2;16.8125
10000000;0.25;median;3;17.171875
10000000;0.25;median;4;16.96875
10000000;0.25;median;5;16.65625
10000000;0.25;median;6;16.890625
10000000;0.25;median;7;17.359375
10000000;0.25;median;8;17.0625
10000000;0.25;median;9;17.21875
10000000;0.25;random_pos;0;47.9375
10000000;0.25;random_pos;1;46.75
10000000;0.25;random_pos;2;47.59375
10000000;0.25;random_pos;3;48.578125
10000000;0.25;random_pos;4;47.390625
10000000;0.25;random_pos;5;47.453125
10000000;0.25;random_pos;6;46.921875
10000000;0.25;random_pos;7;47.921875
10000000;0.25;random_pos;8;47.375
10000000;0.25;random_pos;9;48.25
10000000;0.25;mean;0;127.96875
10000000;0.25;mean;1;127.140625
10000000;0.25;mean;2;126.15625
10000000;0.25;mean;3;126.46875
10000000;0.25;mean;4;126.28125
10000000;0.25;mean;5;126.390625
10000000;0.25;mean;6;125.75
10000000;0.25;mean;7;125.625
10000000;0.25;mean;8;125.5
10000000;0.25;mean;9;126.484375
10000000;0.25;first_pos;0;22.84375
10000000;0.25;first_pos;1;21.453125
10000000;0.25;first_pos;2;24.421875
10000000;0.25;first_pos;3;20.5625
10000000;0.25;first_pos;4;29.15625
10000000;0.25;first_pos;5;20.125
10000000;0.25;first_pos;6;21.8125
10000000;0.25;first_pos;7;21.40625
10000000;0.25;first_pos;8;23.203125
10000000;0.25;first_pos;9;21.203125
10000000;0.25;acha_pivo;0;40.4375
10000000;0.25;acha_pivo;1;33.78125
10000000;0.25;acha_pivo;2;39.65625
10000000;0.25;acha_pivo;3;34.875
10000000;0.25;acha_pivo;4;37.234375
10000000;0.25;acha_pivo;5;32.203125
10000000;0.25;acha_pivo;6;41.203125
10000000;0.25;acha_pivo;7;34.671875
10000000;0.25;acha_pivo;8;31.6875
10000000;0.25;acha_pivo;9;36.75
10000000;0.25;quickselect_median;0;32.765625
10000000;0.25;quickselect_median;1;32.15625
10000000;0.25;quickselect_median;2;32.859375
10000000;0.25;quickselect_median;3;33.875
10000000;0.25;quickselect_median;4;32.5625
10000000;0.25;quickselect_median;5;33.21875
10000000;0.25;quickselect_median;6;33.375
10000000;0.25;quickselect_median;7;32.90625
10000000;0.25;quickselect_median;8;31.84375
10000000;0.25;quickselect_median;9;32.640625
10000000;0.45;middle_pos;0;18.25
10000000;0.45;middle_pos;1;18.59375
10000000;0.45;middle_pos;2;18.0
10000000;0.45;middle_pos;3;18.546875
10000000;0.45;middle_pos;4;18.328125
10000000;0.45;middle_pos;5;18.59375
10000000;0.45;middle_pos;6;18.640625
10000000;0.45;middle_pos;7;19.1875
10000000;0.45;middle_pos;8;18.171875
10000000;0.45;middle_pos;9;18.90625
10000000;0.45;median;0;19.21875
10000000;0.45;median;1;19.078125
10000000;0.45;median;2;20.25
10000000;0.45;median;3;19.390625
10000000;0.45;median;4;19.25
10000000;0.45;median;5;19.4375
10000000;0.45;median;6;18.9375
10000000;0.45;median;7;19.5625
10000000;0.45;median;8;18.8125
10000000;0.45;median;9;19.109375
10000000;0.45;random_pos;0;49.765625
10000000;0.45;random_pos;1;48.265625
10000000;0.45;random_pos;2;48.921875
10000000;0.45;random_pos;3;48.9375
10000000;0.45;random_pos;4;48.5
10000000;0.45;random_pos;5;48.375
10000000;0.45;random_pos;6;50.1875
10000000;0.45;random_pos;7;49.828125
10000000;0.45;random_pos;8;48.953125
10000000;0.45;random_pos;9;48.6875
10000000;0.45;mean;0;132.171875
10000000;0.45;mean;1;130.21875
10000000;0.45;mean;2;130.875
10000000;0.45;mean;3;129.921875
10000000;0.45;mean;4;130.78125
10000000;0.45;mean;5;131.09375
10000000;0.45;mean;6;131.59375
10000000;0.45;mean;7;130.03125
10000000;0.45;mean;8;130.90625
10000000;0.45;mean;9;130.390625
10000000;0.45;first_pos;0;23.453125
10000000;0.45;first_pos;1;21.78125
10000000;0.45;first_pos;2;22.296875
10000000;0.45;first_pos;3;22.140625
10000000;0.45;first_pos;4;25.265625
10000000;0.45;first_pos;5;21.3125
10000000;0.45;first_pos;6;23.171875
10000000;0.45;first_pos;7;22.296875
10000000;0.45;first_pos;8;25.078125
10000000;0.45;first_pos;9;23.0
10000000;0.45;acha_pivo;0;28.359375
10000000;0.45;acha_pivo;1;26.421875
10000000;0.45;acha_pivo;2;26.96875
10000000;0.45;acha_pivo;3;25.9375
10000000;0.45;acha_pivo;4;28.765625
10000000;0.45;acha_pivo;5;27.28125
10000000;0.45;acha_pivo;6;29.953125
10000000;0.45;acha_pivo;7;31.6875
10000000;0.45;acha_pivo;8;30.5
10000000;0.45;acha_pivo;9;26.09375
10000000;0.45;quickselect_median;0;38.25
10000000;0.45;quickselect_median;1;39.15625
10000000;0.45;quickselect_median;2;37.765625
10000000;0.45;quickselect_median;3;39.15625
10000000;0.45;quickselect_median;4;37.15625
10000000;0.45;quickselect_median;5;39.546875
10000000;0.45;quickselect_median;6;39.03125
10000000;0.45;quickselect_median;7;38.296875
10000000;0.45;quickselect_median;8;39.140625
10000000;0.45;quickselect_median;9;39.15625
100000000;0.05;middle_pos;0;137.3125
100000000;0.05;middle_pos;1;139.15625
100000000;0.05;middle_pos;2;143.640625
100000000;0.05;middle_pos;3;139.0
100000000;0.05;middle_pos;4;139.28125
100000000;0.05;middle_pos;5;138.84375
100000000;0.05;middle_pos;6;137.921875
100000000;0.05;middle_pos;7;138.546875
100000000;0.05;middle_pos;8;136.734375
100000000;0.05;middle_pos;9;138.265625
100000000;0.05;median;0;152.515625
100000000;0.05;median;1;148.890625
100000000;0.05;median;2;149.53125
100000000;0.05;median;3;148.96875
100000000;0.05;median;4;148.265625
100000000;0.05;median;5;148.21875
100000000;0.05;median;6;150.8125
100000000;0.05;median;7;149.359375
100000000;0.05;median;8;153.171875
100000000;0.05;median;9;150.125
100000000;0.05;random_pos;0;474.875
100000000;0.05;random_pos;1;468.765625
100000000;0.05;random_pos;2;471.921875
100000000;0.05;random_pos;3;487.609375
100000000;0.05;random_pos;4;474.046875
100000000;0.05;random_pos;5;469.71875
100000000;0.05;random_pos;6;469.59375
100000000;0.05;random_pos;7;464.734375
100000000;0.05;random_pos;8;371.953125
100000000;0.05;random_pos;9;93.609375
100000000;0.05;mean;0;341.4375
100000000;0.05;mean;1;737.609375
100000000;0.05;mean;2;1272.796875
100000000;0.05;mean;3;1282.578125
100000000;0.05;mean;4;1265.296875
100000000;0.05;mean;5;1275.34375
100000000;0.05;mean;6;1247.140625
100000000;0.05;mean;7;1210.828125
100000000;0.05;mean;8;311.90625
100000000;0.05;mean;9;787.90625
100000000;0.05;first_pos;0;382.9375
100000000;0.05;first_pos;1;367.234375
